OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
166,Kino 9 (166316),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
167,Kino 10 (166317),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
168,Hidalgo No. 4 (166366),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
169,Hidalgo No. 3 (166368),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
170,Hidalgo No. 2 (166369),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
171,Hidalgo No. 5 (166370),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
172,Hidalgo No. 6 (166371),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
173,Hidalgo No. 8 (166372),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
174,Hidalgo No. 7 (166373),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
175,Hidalgo (166374),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
176,Hidalgo 9 (166375),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,99,Hectáreas
177,San Simon (166376),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
178,San Simon No. 2 (166377),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
179,California (176544),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,18,Hectáreas
180,Santa Elena No. 4 (178094),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,0.0636,Hectáreas
181,El Gachi (182543),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,100,Hectáreas
182,Kino 3 (166312),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
183,Cananea II (184662),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,302.6564,Hectáreas
184,Cananea III (184663),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,475.1443,Hectáreas
185,Cuitaca IV (190000),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,98.65,Hectáreas
186,Cuitaca III (190010),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,126,Hectáreas
187,Cuitaca V (190011),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,210,Hectáreas
188,Marta (211526),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,324.3773,Hectáreas
189,Fraccion III Maria 46-1 (211244),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,1523.4258,Hectáreas
190,Fraccion I Maria 46-1 (208534),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,195,Hectáreas
191,Fraccion II Maria 46-1 Fraccion II (208536),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,5.5243,Hectáreas
192,Kino 4 (166314),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
193,Kino 8 (166315),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
194,Kino 11 (166318),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
195,Kino No. 15 (166365),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
196,Kino 16 (166367),Concesión,Concesión minera,Secretaría de Economía,Minera Tlali S.A.P.I. de C.V.,2018,2024,100,Hectáreas
197,Cananea IV (184664),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,416.0456,Hectáreas
198,Cananea V (184665),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,449.3518,Hectáreas
199,Cananea VI (184666),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,479.0156,Hectáreas
200,Cananea VII (184667),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,480,Hectáreas
201,Cananea X (184670),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,480,Hectáreas
202,Cananea VIII (184668),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,480,Hectáreas
203,Cananea XI (184671),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,453.0342,Hectáreas
204,Maria 43 (201021),Concesión,Concesión minera,Secretaría de Economía,Minera María S.A. de C.V. ,2018,2024,295.3767,Hectáreas
205,Cananea (184661),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,463.1361,Hectáreas
206,Fernandez Leal (190472),Concesión,Concesión minera,Secretaría de Economía,Grupo Bareyo S.A. de C.V.,2018,2024,3.1292,Hectáreas
207,Guillermo Tell (191051),Concesión,Concesión minera,Secretaría de Economía,Grupo Bareyo S.A. de C.V.,2018,2024,5.6521,Hectáreas
208,Limantour (191060),Concesión,Concesión minera,Secretaría de Economía,Grupo Bareyo S.A. de C.V.,2018,2024,4.5537,Hectáreas
209,San Antonio (180467),Concesión,Concesión minera,Secretaría de Economía,Continental Ore Corporation,2018,2024,50,Hectáreas
210,Dos Hermanos (180468),Concesión,Concesión minera,Secretaría de Economía,Continental Ore Corporation,2018,2024,49,Hectáreas
211,Santa Elena (180461),Concesión,Concesión minera,Secretaría de Economía,Continental Ore Corporation,2018,2024,14,Hectáreas
212,Cuitaca (189095),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,200,Hectáreas
213,Cuitaca I (189098),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,200,Hectáreas
214,Cuitaca VII (190012),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,210,Hectáreas
215,Maria 42 (201022),Concesión,Concesión minera,Secretaría de Economía,Minera María S.A. de C.V. ,2018,2024,278.5635,Hectáreas
216,San Gotardo (210776),Concesión,Concesión minera,Secretaría de Economía,Grupo Bareyo S.A. de C.V.,2018,2024,3.6171,Hectáreas
217,Dolores (125315),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,12,Hectáreas
218,Las Lamas (173713),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,5,Hectáreas
219,Cornucopia (173714),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,37,Hectáreas
220,Cerro De Plomo (173718),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,9,Hectáreas
221,San Felipe (173716),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,18,Hectáreas
222,La Ventana (173715),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,20,Hectáreas
223,Guadalupe 2 (226165),Concesión,Concesión minera,Secretaría de Economía,Tierra Nuevo Mining Ltd,2018,2024,40,Hectáreas
224,Tercero 3 Fracc. II (225535),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,0.204,Hectáreas
225,Rey 6 Fraccion 1 (225536),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,218.2608,Hectáreas
226,Rey 6 Fraccion 2 (225537),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,165.1212,Hectáreas
227,Rey (225563),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,76.0496,Hectáreas
228,Rey 4 (225564),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,107,Hectáreas
229,Rey 5 (225565),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,40.8008,Hectáreas
230,Tercero 2 (225566),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,96.2071,Hectáreas
231,Tercero 4 (225567),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,71.0381,Hectáreas
232,Tercero 5 (225568),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,35.168,Hectáreas
233,Rey  V (224150),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,1597.2124,Hectáreas
234,Mariana  3 (224188),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros El Aguila,2018,2024,381.195,Hectáreas
235,Maria 49 (223839),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,281.1614,Hectáreas
236,Elena 6 (223533),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,416.0166,Hectáreas
237,Bellotita (223635),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,106.315,Hectáreas
238,Sonora 90 (220443),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,20,Hectáreas
239,La Segunda (220096),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,81.1984,Hectáreas
240,El Bueno (219686),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,97.0251,Hectáreas
241,Batman (217058),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,429,Hectáreas
242,La Macha (216496),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,23.0209,Hectáreas
243,El Premio 2 Fracc. I (216319),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,7.2968,Hectáreas
244,El Puente (215847),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,154,Hectáreas
245,Dos Amigos (215696),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,81,Hectáreas
246,Providencia (215697),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,9,Hectáreas
247,La Labor (215786),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,60,Hectáreas
248,Sonora 69 (213634),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,118.3549,Hectáreas
249,Argonauta (213646),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,390.7005,Hectáreas
250,Mariana (213353),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros El Aguila,2018,2024,7.0612,Hectáreas
251,Nuevo Lupena (212971),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera La Llamarada S.A. de C.V.,2018,2024,13.083,Hectáreas
252,El Macho (212974),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,265.6558,Hectáreas
253,Sonora 35 (212787),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,248.9768,Hectáreas
254,La Cubana (212430),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,12,Hectáreas
255,Rocio Fraccion I (225834),Concesión,Concesión minera,Secretaría de Economía,First Silver Reserve,2018,2024,9014.8899,Hectáreas
256,Maria 48 (223838),Concesión,Concesión minera,Secretaría de Economía,Minera Teck S.A de C.V.,2018,2024,320.847,Hectáreas
257,Real De Cananea (222691),Concesión,Concesión minera,Secretaría de Economía,Minera Zampano S. de R.L. de C.V.,2018,2024,181.5,Hectáreas
258,La Luna # 4 (220937),Concesión,Concesión minera,Secretaría de Economía,Minas del Rio Sonora S.A. de C.V.,2018,2024,147.5523,Hectáreas
259,Mariana 2 (215898),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros El Aguila,2018,2024,91.7344,Hectáreas
260,El Bervano Fraccion 1 (212027),Concesión,Concesión minera,Secretaría de Economía,Grupo Bareyo S.A. de C.V.,2018,2024,53.4183,Hectáreas
261,La Estrella # 2 (206774),Concesión,Concesión minera,Secretaría de Economía,Framor Solar Plant 2,2018,2024,112,Hectáreas
262,La Estrella (206669),Concesión,Concesión minera,Secretaría de Economía,Framor Solar Plant 2,2018,2024,90,Hectáreas
263,La Virgen Mhm (233102),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,1217.2847,Hectáreas
264,Ampliacion Las Lamas (214443),Concesión,Concesión minera,Secretaría de Economía,Minera Hochschild Mexico S.A. de C.V.,2018,2024,131.7133,Hectáreas
265,Santa Cecilia (234353),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,85.9101,Hectáreas
266,Sierra Pinta IV Fracc 1 (234888),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,4431.8035,Hectáreas
267,Sierra Pinta V (234889),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,657.6027,Hectáreas
268,Sierra Pinta IV Fracc 2 (234890),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,191.8597,Hectáreas
269,Gachi  2 Fracc. 1 (235256),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,46222.3454,Hectáreas
270,Gachi 2 Fracc. 2 (235257),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,141.8638,Hectáreas
271,Gachi 2 Fracc. 3 (235258),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,193.1168,Hectáreas
272,Hernandez Fracc. I (235296),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,2613.6483,Hectáreas
273,Hernandez Fracc. 2 (235297),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,25,Hectáreas
274,Hernandez Fracc. 3 (235298),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,60,Hectáreas
275,Hernandez Fracc. 4 (235299),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,14,Hectáreas
276,Hernandez Fracc. 5 (235300),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,50,Hectáreas
277,Hernandez 2 (235303),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,3027.0065,Hectáreas
278,Laura (235370),Concesión,Concesión minera,Secretaría de Economía,Compañía Minera Dolores,2018,2024,12.8,Hectáreas
279,La Higuerita 1 (235518),Concesión,Concesión minera,Secretaría de Economía,Minera Teck S.A de C.V.,2018,2024,139526.8023,Hectáreas
280,El Ermitaðo 2 (235605),Concesión,Concesión minera,Secretaría de Economía,Minera Evrim S.A de C.V.,2018,2024,4259.226,Hectáreas
281,Piedra 2 (235989),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,231.1005,Hectáreas
282,La Higuerita 2 (236065),Concesión,Concesión minera,Secretaría de Economía,Minera Teck S.A de C.V.,2018,2024,2950,Hectáreas
283,La Higuerita 3 (236066),Concesión,Concesión minera,Secretaría de Economía,Minera Teck S.A de C.V.,2018,2024,3226.9425,Hectáreas
284,Argonauta 5 Fraccion I (236193),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,56298.1556,Hectáreas
285,La Higuerita 7 (236434),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,5166.9426,Hectáreas
286,La Higuerita 4 (236440),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,6.4767,Hectáreas
287,Babi (236794),Concesión,Concesión minera,Secretaría de Economía,Minera Inmet Mexico S.A. de C.V.,2018,2024,1049.161,Hectáreas
288,Mexicana (237381),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,14.7922,Hectáreas
289,Sota (237785),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,2952,Hectáreas
290,Carolina (237937),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,882.5435,Hectáreas
291,Mexus (238098),Concesión,Concesión minera,Secretaría de Economía,Mexus Gold Mining S.A. de C.V.,2018,2024,2645.7554,Hectáreas
292,La Higuerita 8 (238161),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,622.9737,Hectáreas
293,Argonauta 8 (238166),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,1173.3752,Hectáreas
294,Argonauta 9 F - 1 (238167),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,338.2361,Hectáreas
295,Argonauta 9 F - 2 (238168),Concesión,Concesión minera,Secretaría de Economía,Minera Meridian Minerales S. de R.L. de C.V.,2018,2024,66.6451,Hectáreas
296,Bueno 3 (238388),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,80,Hectáreas
297,La Centella 2 (238397),Concesión,Concesión minera,Secretaría de Economía,Minera Cascabel S.A. de C.V. ,2018,2024,20,Hectáreas
298,Ures (238538),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,507.0223,Hectáreas
299,Troya 3 (239316),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,112.2695,Hectáreas
300,Morelos 3 (239328),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,172.7287,Hectáreas
301,Salsipuedes (239339),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,1468.0934,Hectáreas
302,Morelos 3 (239347),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,140.4166,Hectáreas
303,Salsipuedes-2 (239357),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,5704.3896,Hectáreas
304,Morelos 3 (239419),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,172.7984,Hectáreas
305,Morelos 3 (239447),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,117.6801,Hectáreas
306,Bei Chen (239526),Concesión,Concesión minera,Secretaría de Economía,New Best International Mining Investment Group,2018,2024,3900.9559,Hectáreas
307,Don Gu (239556),Concesión,Concesión minera,Secretaría de Economía,New Best International Mining Investment Group,2018,2024,4854.0199,Hectáreas
308,Salsipuedes 3 (239729),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,23929.2561,Hectáreas
309,Azul 3 (239884),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,16896.3311,Hectáreas
310,Sonora 9 Fracc. 2 (239908),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,846.9234,Hectáreas
311,Santo Verde I Fraccion 1 (239964),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1633.7115,Hectáreas
312,Santo Verde I Fraccion 2 (239965),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,327.6248,Hectáreas
313,Santo Verde I Fraccion 3 (239966),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1189.5764,Hectáreas
314,Da Gang Fracc. 2 (240407),Concesión,Concesión minera,Secretaría de Economía,New Best Mining Investment Group,2018,2024,12.7763,Hectáreas
315,Azul 2 (240530),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,396.3971,Hectáreas
316,Azul (240555),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,16667.4646,Hectáreas
317,Piedra 1 (240788),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,400,Hectáreas
318,Piedra 3 (240796),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1230,Hectáreas
319,Wu Qing (240814),Concesión,Concesión minera,Secretaría de Economía,New Best International Mining Investment Group,2018,2024,10172.5964,Hectáreas
320,Chuqu+ 4 Fraccian A (240819),Concesión,Concesión minera,Secretaría de Economía,Coanzamex Servicios S.A. de C.V.,2018,2024,3338.2146,Hectáreas
321,Toro Sur (241210),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1488.3832,Hectáreas
322,Da Gang Fracc. 1 (241336),Concesión,Concesión minera,Secretaría de Economía,New Best Mining Investment Group,2018,2024,9487.6903,Hectáreas
323,La Centella 3 (242107),Concesión,Concesión minera,Secretaría de Economía,Minera Cascabel S.A. de C.V. ,2018,2024,2474.974,Hectáreas
324,Coyotes (242242),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,108,Hectáreas
325,Coyotes (242243),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,108,Hectáreas
326,Coyotes (242244),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,108,Hectáreas
327,Coyotes (242245),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,108,Hectáreas
328,Llano Del Nogal Fracc. 3 (242247),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,36.3295,Hectáreas
329,Llano Del Nogal Fracc. 2 (242248),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,24.4081,Hectáreas
330,Coyotes (242249),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,17.6129,Hectáreas
331,Llano Del Nogal Fracc. 4 (242250),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,4.0764,Hectáreas
332,Llano Del Nogal Fracc. II (242252),Concesión,Concesión minera,Secretaría de Economía,Minera Evrim S.A de C.V.,2018,2024,4305.5083,Hectáreas
333,Coyotes (242253),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,151,Hectáreas
334,Llano Del Nogal Fracc. 1 (242254),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,8.8236,Hectáreas
335,Jirahuito (242385),Concesión,Concesión minera,Secretaría de Economía,"Minera Lear del Desierto, S.A. de C.V.",2018,2024,60,Hectáreas
336,Ave Fenix (243027),Concesión,Concesión minera,Secretaría de Economía,Trinidad Pacifica S. de R.L. de C.V.,2018,2024,349.9713,Hectáreas
337,Morelos 4 (243189),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,183.9987,Hectáreas
338,La Palma (243495),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,100,Hectáreas
339,La Rosalia (243541),Concesión,Concesión minera,Secretaría de Economía,Minera Auricup S. de R.L. de C.V.,2018,2024,1924.3997,Hectáreas
340,La Palma (243542),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,354.7071,Hectáreas
341,El Salto (243669),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,1645.3935,Hectáreas
342,Shu Yang (243719),Concesión,Concesión minera,Secretaría de Economía,New Best International Mining Investment Group,2018,2024,6666.0206,Hectáreas
343,Maria 47 Red. Alacran (243801),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,2400.8074,Hectáreas
344,Washington U (243816),Concesión,Concesión minera,Secretaría de Economía,Desarrollos Mineros Parreña S.A de C.V.,2018,2024,1219.2307,Hectáreas
345,Morelos 2 (243842),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,11002,Hectáreas
346,Nueva Reduccian La Higuerita Fracc. 1 (244032),Concesión,Concesión minera,Secretaría de Economía,Minera Teck S.A de C.V.,2018,2024,27494.1797,Hectáreas
347,Rio Sonora 7 (244052),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,3344.2948,Hectáreas
348,Maria 47 Div.1 Alacran (243894),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,3698.2773,Hectáreas
349,Maria 47 Div.1 F-2 (243895),Concesión,Concesión minera,Secretaría de Economía,Buenavista del Cobre S.A. de C.V.,2018,2024,3070.7712,Hectáreas
350,Morelos 2 (243924),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,7660,Hectáreas
351,Sonora 9 F 1 (243927),Concesión,Concesión minera,Secretaría de Economía,Solitario Mexico,2018,2024,5245,Hectáreas
352,Los Cuarentas Fracc. II Este (244227),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,4628.5229,Hectáreas
353,Los Cuarentas Fracc. III Este (244228),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,1197.8156,Hectáreas
354,Los Cuarentas Fracc. I Oeste (244229),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,4551.921,Hectáreas
355,Los Cuarentas Fracc. II Oeste (244230),Concesión,Concesión minera,Secretaría de Economía,Recursos Millrock S. de R.L. de C.V.,2018,2024,4529.5478,Hectáreas
356,El Salto  1 Fracc. 1 (244393),Concesión,Concesión minera,Secretaría de Economía,Nusantara de Mexico S.A. de C.V.,2018,2024,4120.2152,Hectáreas
